,attributedConversions14d,attributedConversions14dSameSKU,attributedConversions1d,attributedConversions1dSameSKU,attributedConversions30d,attributedConversions30dSameSKU,attributedConversions7d,attributedConversions7dSameSKU,attributedSales14d,attributedSales14dSameSKU,attributedSales1d,attributedSales1dSameSKU,attributedSales30d,attributedSales30dSameSKU,attributedSales7d,attributedSales7dSameSKU,attributedUnitsOrdered14d,attributedUnitsOrdered1d,attributedUnitsOrdered30d,attributedUnitsOrdered7d,campaignId,campaignName,clicks,cost,impressions,keywordId,keywordText,matchType,query
32,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.1,424,101158680931132,iphone charger cable 6ft,BROAD,iphone charger cable 6ft
33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.15,6,78673486242420,durable apple charger,BROAD,durable apple chargers for iphone
34,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.86,31,215186454173236,ipad charger,BROAD,2018 ipad charger
35,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.58,7,215186454173236,ipad charger,BROAD,6 foot ipad charger cord model md789ll/a
36,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.7800000000000002,3,215186454173236,ipad charger,BROAD,6 foot long ipad charger
37,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.63,104,215186454173236,ipad charger,BROAD,apple chargers for iphone and ipad
38,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.38,34,215186454173236,ipad charger,BROAD,apple ipad 3 charger
39,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.02,20,215186454173236,ipad charger,BROAD,apple ipad air charger
40,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,2,4.91,870,215186454173236,ipad charger,BROAD,apple ipad charger
41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.06,4,215186454173236,ipad charger,BROAD,apple ipad charger fast
42,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.94,54,215186454173236,ipad charger,BROAD,apple ipad mini charger
43,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.44,6,215186454173236,ipad charger,BROAD,charger cord apple ipad
44,1,0,1,0,1,0,1,0,25.99,0.0,25.99,0.0,25.99,0.0,25.99,0.0,1,1,1,1,109119336754127,lightning manual,1,1.88,5,215186454173236,ipad charger,BROAD,charger cord for apple ipad
45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.45,281,215186454173236,ipad charger,BROAD,charger cord for ipad
46,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,2,5.07,195,215186454173236,ipad charger,BROAD,charger for ipad
47,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.45,7,215186454173236,ipad charger,BROAD,charger for my ipad
48,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.48,2,215186454173236,ipad charger,BROAD,charger ipad baoota
49,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.7,5,215186454173236,ipad charger,BROAD,charger ipads cellphone
50,1,1,1,1,1,1,1,1,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,1,1,1,1,109119336754127,lightning manual,1,2.41,23,215186454173236,ipad charger,BROAD,chargers for ipad
51,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.9,9,215186454173236,ipad charger,BROAD,chargers for ipads apple
52,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.56,4,215186454173236,ipad charger,BROAD,europe ipad charger
53,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.81,1,215186454173236,ipad charger,BROAD,fast ipad charger chord
54,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.87,8,215186454173236,ipad charger,BROAD,fast ipad charger cord
55,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.11,6,215186454173236,ipad charger,BROAD,heavy ipad charger
56,1,1,1,1,1,1,1,1,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,1,1,1,1,109119336754127,lightning manual,1,2.5700000000000003,9,215186454173236,ipad charger,BROAD,ipad 10.5 pro charger apple
57,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.74,6,215186454173236,ipad charger,BROAD,ipad 11 charger cable
58,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.48,37,215186454173236,ipad charger,BROAD,ipad air 2 charger
59,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.25,13,215186454173236,ipad charger,BROAD,ipad and iphone fast charger ultra compact
60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.18,9,215186454173236,ipad charger,BROAD,ipad cable charger
61,1,1,1,1,1,1,1,1,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,1,1,1,1,109119336754127,lightning manual,20,47.99,27299,215186454173236,ipad charger,BROAD,ipad charger
62,1,1,1,1,1,1,1,1,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,1,1,1,1,109119336754127,lightning manual,1,1.62,15,215186454173236,ipad charger,BROAD,ipad charger and cord
63,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.71,8,215186454173236,ipad charger,BROAD,ipad charger blue
64,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.06,12,215186454173236,ipad charger,BROAD,ipad charger cord apple
65,1,1,1,1,1,1,1,1,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,1,1,1,1,109119336754127,lightning manual,1,2.13,3,215186454173236,ipad charger,BROAD,ipad charger cord model md789ll/a 6 foot
66,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.98,31,215186454173236,ipad charger,BROAD,ipad fast charger cable
67,1,0,1,0,1,0,1,0,27.99,0.0,27.99,0.0,27.99,0.0,27.99,0.0,1,1,1,1,109119336754127,lightning manual,1,3.4,3,215186454173236,ipad charger,BROAD,ipad mini 2 fast charger
68,2,0,1,0,2,0,1,0,34.98,0.0,16.99,0.0,34.98,0.0,16.99,0.0,2,1,2,1,109119336754127,lightning manual,2,5.99,68,215186454173236,ipad charger,BROAD,ipad mini charger cord
69,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.65,5,215186454173236,ipad charger,BROAD,kids ipad charger
70,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.97,8,215186454173236,ipad charger,BROAD,linkpin usb ipad cable charger
71,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.08,3,215186454173236,ipad charger,BROAD,long cord ipad charger
72,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.52,6,215186454173236,ipad charger,BROAD,quick charger for ipad
73,1,1,1,1,1,1,1,1,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,1,1,1,1,109119336754127,lightning manual,1,2.37,315,168683562393233,iphone 6 charger,BROAD,6 foot iphone charger
74,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.87,7,168683562393233,iphone 6 charger,BROAD,6 foot iphone charger apple
75,1,1,1,1,1,1,1,1,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,1,1,1,1,109119336754127,lightning manual,1,2.68,6,168683562393233,iphone 6 charger,BROAD,6 foot iphone xs charger
76,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.45,4,168683562393233,iphone 6 charger,BROAD,apple iphone 6 charger cord replacement
77,1,1,1,1,1,1,1,1,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,1,1,1,1,109119336754127,lightning manual,1,2.01,8,168683562393233,iphone 6 charger,BROAD,braided 6 foot iphone charger
78,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.46,12,168683562393233,iphone 6 charger,BROAD,cellhelmet iphone charger for iphone 6
79,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.74,3,168683562393233,iphone 6 charger,BROAD,iphone 5 6 ft charger
80,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,2,4.88,15,168683562393233,iphone 6 charger,BROAD,iphone 6 apple charger cord
81,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,6,19.41,8255,168683562393233,iphone 6 charger,BROAD,iphone 6 charger
82,1,1,1,1,1,1,1,1,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,1,1,1,1,109119336754127,lightning manual,1,3.88,2,168683562393233,iphone 6 charger,BROAD,iphone 6 charger fast charging
83,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.91,7,168683562393233,iphone 6 charger,BROAD,iphone 6 charger light blue
84,1,1,1,1,1,1,1,1,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,1,1,1,1,109119336754127,lightning manual,1,1.8399999999999999,12,168683562393233,iphone 6 charger,BROAD,iphone 6 charger long
85,1,0,1,0,1,0,1,0,13.99,0.0,13.99,0.0,13.99,0.0,13.99,0.0,1,1,1,1,109119336754127,lightning manual,1,2.79,255,168683562393233,iphone 6 charger,BROAD,iphone 6 plus charger
86,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.83,10,168683562393233,iphone 6 charger,BROAD,iphone 6 plus wallet fits charger
87,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.88,2,168683562393233,iphone 6 charger,BROAD,iphone 6 s lighter charger
88,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,2,6.17,37,168683562393233,iphone 6 charger,BROAD,iphone chargers for 6 and 6 plus
89,1,1,1,1,1,1,1,1,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,1,1,1,1,109119336754127,lightning manual,1,3.01,3,168683562393233,iphone 6 charger,BROAD,iphone lightening charger tourquisecable 6 ft
90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.17,9,168683562393233,iphone 6 charger,BROAD,iphone+charger 6 ft cord
91,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.3,4,168683562393233,iphone 6 charger,BROAD,long iphone 6 charger apple certified
92,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.36,10,168683562393233,iphone 6 charger,BROAD,long iphone 6 plus charger cord
93,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.21,9,168683562393233,iphone 6 charger,BROAD,phone charger for iphone 6 plus
94,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.65,8,9140089486612,apple 6 charger,BROAD,6 foot apple lightning charger
95,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.65,54,9140089486612,apple 6 charger,BROAD,apple 7 apple 6’ chargers
96,1,0,1,0,1,0,1,0,27.99,0.0,27.99,0.0,27.99,0.0,27.99,0.0,1,1,1,1,109119336754127,lightning manual,2,1.45,11,9140089486612,apple 6 charger,BROAD,tesla model 3 phone charger for apple 6
97,1,0,1,0,1,0,1,0,17.99,0.0,17.99,0.0,17.99,0.0,17.99,0.0,1,1,1,1,109119336754127,lightning manual,3,10.09,299,50709455031367,iphone 7 charger,BROAD,apple iphone 7 charger
98,1,1,1,1,1,1,1,1,27.99,27.99,27.99,27.99,27.99,27.99,27.99,27.99,1,1,1,1,109119336754127,lightning manual,0,0.0,24,50709455031367,iphone 7 charger,BROAD,charger cable for iphone 7
99,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.89,49,50709455031367,iphone 7 charger,BROAD,charger cord for iphone 7
100,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,0.91,13,50709455031367,iphone 7 charger,BROAD,fast charger iphone 7
101,1,0,1,0,1,0,1,0,27.99,0.0,27.99,0.0,27.99,0.0,27.99,0.0,1,1,1,1,109119336754127,lightning manual,1,3.4,164,50709455031367,iphone 7 charger,BROAD,iphone 7 certified charger
102,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,5,17.93,3032,50709455031367,iphone 7 charger,BROAD,iphone 7 charger
103,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.51,11,50709455031367,iphone 7 charger,BROAD,iphone 7 charger and cable
104,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.26,938,50709455031367,iphone 7 charger,BROAD,iphone 7 charger cable
105,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.88,7,50709455031367,iphone 7 charger,BROAD,iphone 7 charger cable long
106,1,1,0,0,1,1,0,0,17.99,17.99,0.0,0.0,17.99,17.99,0.0,0.0,1,0,1,0,109119336754127,lightning manual,1,2.64,4,50709455031367,iphone 7 charger,BROAD,iphone 7 charger with long cord
107,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.62,27,50709455031367,iphone 7 charger,BROAD,iphone 7 fast charger
108,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.56,37,50709455031367,iphone 7 charger,BROAD,iphone 7 long charger
109,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.11,2,50709455031367,iphone 7 charger,BROAD,long iphone 7+ charger
110,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.5700000000000003,13,226316921292168,iphone 7 plus charger,BROAD,cell phone chargers for iphone 7 plus
111,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.39,87,226316921292168,iphone 7 plus charger,BROAD,charger for iphone 7 plus
112,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,2,3.1,137,44140854455823,iphone x charger,BROAD,apple iphone x charger
113,1,0,1,0,1,0,1,0,33.98,0.0,33.98,0.0,33.98,0.0,33.98,0.0,2,2,2,2,109119336754127,lightning manual,1,2.64,4,44140854455823,iphone x charger,BROAD,authentic iphone x charger by apple
114,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.68,12,44140854455823,iphone x charger,BROAD,best iphone x charger cable fast charge
115,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.6800000000000002,55,44140854455823,iphone x charger,BROAD,charger for iphone x
116,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.18,8,44140854455823,iphone x charger,BROAD,charger iphone x apple
117,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,1.27,123,44140854455823,iphone x charger,BROAD,chargers for iphone x
118,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,0.8200000000000001,6,44140854455823,iphone x charger,BROAD,fastest iphone x charger
119,4,3,3,3,4,3,4,3,81.96,53.97,53.97,53.97,81.96,53.97,81.96,53.97,4,3,4,4,109119336754127,lightning manual,10,23.74,4767,44140854455823,iphone x charger,BROAD,iphone x charger
120,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,3.52,18,44140854455823,iphone x charger,BROAD,iphone x charger braided cable
121,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109119336754127,lightning manual,1,2.54,18,44140854455823,iphone x charger,BROAD,iphone x desk charger
122,1,1,1,1,1,1,1,1,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,1,1,1,1,109119336754127,lightning manual,1,3.49,7,44140854455823,iphone x charger,BROAD,iphone x long charger
